ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),SIMILAR_PARTS
a589,indicator electric indicator very fast blow 3a 32vac  50a ir surface mount,,rated breaking capacity at 32 vdc: 50 a,,very fast,1.52mm,0.58mm,3.18mm,,,,e0,0.7j,high,,,,,surface mount,,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,,50a,3a,,32v,32v,"[['a622', 'indicator electric indicator very fast blow 3a 32vac  35a ir surface mount'], ['a779', 'indicator electric indicator very fast blow 3a 125vac  50a ir surface mount'], ['a803', 'indicator electric indicator very fast blow 6.3a 125vac  50a ir surface mount'], ['a616', 'indicator electric indicator very fast blow 1a 32vac  50a ir surface mount'], ['a590', 'indicator chip very fast movement 3a 32v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 3a 32vac 32vdc 50a ir surface mount']]"
a590,indicator chip very fast movement 3a 32v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 3a 32vac 32vdc 50a ir surface mount,very fast,rated breaking capacity at 32 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,3a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.7j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,3a,,32v,32v,"[['a623', 'indicator chip very fast movement 3a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 3a 32vac 32vdc 35a ir surface mount'], ['a747', 'indicator chip fast movement 3a 32v smd solder pad 1206 ceramic tr csaul electric indicator 3a 32vac 32vdc 50a ir surface mount 1206'], ['a546', 'indicator chip very fast movement 3a 32v smd solder pad 1206 epoxy tr csaul '], ['a696', 'indicator chip fast movement 3a 32v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 3a 32vac 35vdc 50a ir surface mount 1206'], ['a598', 'indicator chip very fast movement 2.5a 32v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 2.5a 32vac 32vdc 50a ir surface mount']]"
a591,indicator electric indicator very fast blow 4a 24vac  50a ir surface mount,,rated breaking capacity at 24 vdc: 50 a,,very fast,1.52mm,0.58mm,3.18mm,,,,e0,1.024j,high,,,,,surface mount,,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,,50a,4a,,24v,24v,"[['a593', 'indicator electric indicator very fast blow 5a 24vac  50a ir surface mount'], ['a595', 'indicator electric indicator very fast blow 7a 24vac  50a ir surface mount'], ['a592', 'indicator chip very fast movement 4a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 4a 24vac 24vdc 50a ir surface mount'], ['a781', 'indicator electric indicator very fast blow 4a 125vac  50a ir surface mount'], ['a846', 'indicator chip very fast movement 4a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 4a 125vac 125vdc 50a ir surface mount nano']]"
a592,indicator chip very fast movement 4a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 4a 24vac 24vdc 50a ir surface mount,very fast,rated breaking capacity at 24 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,4a,epoxy,3.18 x 1.52 x 0.58mm,e0,1.024j,high,24v,24v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,4a,,24v,24v,"[['a594', 'indicator chip very fast movement 5a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 5a 24vac 24vdc 50a ir surface mount'], ['a548', 'indicator chip very fast movement 4a 24v smd solder pad 1206 epoxy tr csaul '], ['a552', 'indicator chip very fast movement 7a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 7a 24vac 24vdc 35a ir surface mount 1206'], ['a553', 'indicator chip very fast movement 7a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 7a 24vac 24vdc 35a ir surface mount 1206'], ['a591', 'indicator electric indicator very fast blow 4a 24vac  50a ir surface mount']]"
a593,indicator electric indicator very fast blow 5a 24vac  50a ir surface mount,,rated breaking capacity at 24 vdc: 50 a,,very fast,1.52mm,0.58mm,3.18mm,,,,e0,1.6j,high,,,,,surface mount,,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,,50a,5a,,24v,24v,"[['a591', 'indicator electric indicator very fast blow 4a 24vac  50a ir surface mount'], ['a595', 'indicator electric indicator very fast blow 7a 24vac  50a ir surface mount'], ['a594', 'indicator chip very fast movement 5a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 5a 24vac 24vdc 50a ir surface mount'], ['a783', 'indicator electric indicator very fast blow 5a 125vac  50a ir surface mount'], ['a797', 'indicator electric indicator very fast blow 2.5a 125vac  50a ir surface mount']]"
a594,indicator chip very fast movement 5a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 5a 24vac 24vdc 50a ir surface mount,very fast,rated breaking capacity at 24 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,5a,epoxy,3.18 x 1.52 x 0.58mm,e0,1.6j,high,24v,24v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,5a,,24v,24v,"[['a592', 'indicator chip very fast movement 4a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 4a 24vac 24vdc 50a ir surface mount'], ['a552', 'indicator chip very fast movement 7a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 7a 24vac 24vdc 35a ir surface mount 1206'], ['a553', 'indicator chip very fast movement 7a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 7a 24vac 24vdc 35a ir surface mount 1206'], ['a536', 'indicator chip fast movement 1.5a 24v smd solder pad 0402 tr electric indicator fast blow 1.5a 24vdc 35a ir surface mount'], ['a548', 'indicator chip very fast movement 4a 24v smd solder pad 1206 epoxy tr csaul ']]"
a595,indicator electric indicator very fast blow 7a 24vac  50a ir surface mount,,rated breaking capacity at 24 vdc: 50 a,,very fast,1.52mm,0.58mm,3.18mm,,,,e0,3.969j,high,,,,,surface mount,,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,,50a,7a,,24v,24v,"[['a593', 'indicator electric indicator very fast blow 5a 24vac  50a ir surface mount'], ['a591', 'indicator electric indicator very fast blow 4a 24vac  50a ir surface mount'], ['a785', 'indicator electric indicator very fast blow 7a 125vac  50a ir surface mount'], ['a552', 'indicator chip very fast movement 7a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 7a 24vac 24vdc 35a ir surface mount 1206'], ['a553', 'indicator chip very fast movement 7a 24v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 7a 24vac 24vdc 35a ir surface mount 1206']]"
a596,indicator chip very fast movement 1.5a 63v smd solder pad 1206 epoxy csaul electric indicator very fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206,very fast,rated breaking capacity at 63 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,1.5a,epoxy,3.18 x 1.52mm,e0,0.125j,high,63v,63v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,1.5a,63v,63v,63v,"[['a612', 'indicator chip very fast movement 0.5a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.5a 63vac 63vdc 50a ir surface mount'], ['a597', 'indicator chip very fast movement 1.5a 63v smd solder pad 1206 epoxy tr csa electric indicator very fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206'], ['a701', 'indicator chip fast movement 1.5a 63v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206'], ['a709', 'indicator chip fast movement 0.5a 63v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 0.5a 63vac 63vdc 50a ir surface mount 1206'], ['a757', 'indicator chip fast movement 0.5a 63v smd solder pad 1206 ceramic tr csaul electric indicator 0.5a 63vac 63vdc 50a ir surface mount 1206']]"
a597,indicator chip very fast movement 1.5a 63v smd solder pad 1206 epoxy tr csa electric indicator very fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206,very fast,rated breaking capacity at 63 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,1.5a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.125j,high,63v,63v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,1.5a,63v,63v,63v,"[['a596', 'indicator chip very fast movement 1.5a 63v smd solder pad 1206 epoxy csaul electric indicator very fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206'], ['a612', 'indicator chip very fast movement 0.5a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.5a 63vac 63vdc 50a ir surface mount'], ['a701', 'indicator chip fast movement 1.5a 63v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206'], ['a709', 'indicator chip fast movement 0.5a 63v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 0.5a 63vac 63vdc 50a ir surface mount 1206'], ['a757', 'indicator chip fast movement 0.5a 63v smd solder pad 1206 ceramic tr csaul electric indicator 0.5a 63vac 63vdc 50a ir surface mount 1206']]"
a598,indicator chip very fast movement 2.5a 32v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 2.5a 32vac 32vdc 50a ir surface mount,very fast,rated breaking capacity at 32 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,2.5a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.5j,high,32v,32v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,2.5a,,32v,32v,"[['a629', 'indicator chip very fast movement 5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 5a 32vac 32vdc 35a ir surface mount'], ['a634', 'indicator chip very fast movement 2.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 2.5a 32vac 32vdc 35a ir surface mount'], ['a636', 'indicator chip very fast movement 3.5a 32v smd solder pad 0603 epoxy tr csaul electric indicator very fast blow 3.5a 32vac 32vdc 35a ir surface mount'], ['a749', 'indicator chip fast movement 5a 32v smd solder pad 1206 ceramic tr csaul electric indicator 5a 32vac 32vdc 50a ir surface mount 1206'], ['a752', 'indicator chip fast movement 2.5a 32v smd solder pad 1206 ceramic tr csaul electric indicator 2.5a 32vac 32vdc 50a ir surface mount 1206']]"
a599,indicator 0.125a 125v very fast movement 2-pin smd electric indicator very fast blow 1.25a 63vac 63vdc 50a ir surface mount,very fast,rated breaking capacity at 63 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,0.125a,epoxy,3.18 x 1.52mm,e0,0.065j,high,125v,125v,,,surface mount,,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,,50a,1.25a,,63v,63v,"[['a918', 'indicator chip very fast movement 1.25a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.125a 125vac 125vdc 50a ir surface mount nano'], ['a917', 'indicator chip very fast movement 0.125a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.125a 125vac 125vdc 50a ir surface mount nano'], ['a919', 'indicator chip very fast movement 0.125a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.125a 125vac 125vdc 50a ir surface mount nano'], ['a920', 'indicator chip very fast movement 0.125a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.125a 125vac 125vdc 50a ir surface mount nano'], ['a808', 'indicator chip very fast movement 1.25a 125v smd solder pad 2410 ceramic tr csapseul electric indicator fast blow 0.125a 125vac 125vdc 50a ir surface mount nano']]"
a600,indicator very fast movement 0.125a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.125a,epoxy,3.18 x 1.52 x 0.58mm,,,,125v,125v,,surface mount,,2.0,,,,,,3.18mm,,,,,,"[['a587', 'indicator very fast movement 2a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm'], ['a605', 'indicator very fast movement 0.2a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm'], ['a610', 'indicator very fast movement 0.375a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm'], ['a549', 'indicator very fast movement 5a surface mount 3.18 x 1.52 x 1.14mm epoxy electric indicator 3.18 x 1.52 x 1.14mm'], ['a554', 'indicator very fast movement 1.5a surface mount 3.18 x 1.52 x 1.14mm epoxy electric indicator 3.18 x 1.52 x 1.14mm']]"
a601,indicator chip very fast movement 0.125a 125v smd solder pad 1206 epoxy tr csa electric indicator very fast blow 0.125a 125vac 125vdc 50a ir surface mount,very fast,rated breaking capacity at 63 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,1.25a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.065j,high,63v,63v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,1.25a,,63v,63v,"[['a917', 'indicator chip very fast movement 0.125a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.125a 125vac 125vdc 50a ir surface mount nano'], ['a919', 'indicator chip very fast movement 0.125a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.125a 125vac 125vdc 50a ir surface mount nano'], ['a920', 'indicator chip very fast movement 0.125a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.125a 125vac 125vdc 50a ir surface mount nano'], ['a559', 'indicator chip very fast movement 0.125a 125v smd solder pad 1206 epoxy tr csaul '], ['a918', 'indicator chip very fast movement 1.25a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.125a 125vac 125vdc 50a ir surface mount nano']]"
a602,indicator electric indicator very fast blow 1.75a 63vac  50a ir surface mount,,rated breaking capacity at 63 vdc: 50 a,,very fast,1.52mm,0.58mm,3.18mm,,,,e0,0.15j,high,,,,,surface mount,,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,,50a,1.75a,,63v,63v,"[['a586', 'indicator electric indicator very fast blow 2a 63vac  50a ir surface mount'], ['a584', 'indicator electric indicator very fast blow 1a 63vac  50a ir surface mount'], ['a603', 'indicator chip very fast movement 1.75a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 1.75a 63vac 63vdc 50a ir surface mount'], ['a679', 'indicator electric indicator very fast blow 1.75a 35a ir surface mount'], ['a614', 'indicator chip very fast movement 0.75a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.75a 63vac 63vdc 50a ir surface mount 1206']]"
a603,indicator chip very fast movement 1.75a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 1.75a 63vac 63vdc 50a ir surface mount,very fast,rated breaking capacity at 63 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,1.75a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.15j,high,63v,63v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,1.75a,,63v,63v,"[['a614', 'indicator chip very fast movement 0.75a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.75a 63vac 63vdc 50a ir surface mount 1206'], ['a706', 'indicator chip fast movement 1.75a 63v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 1.75a 63vac 63vdc 50a ir surface mount 1206'], ['a710', 'indicator chip fast movement 0.75a 63v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 0.75a 63vac 63vdc 50a ir surface mount 1206'], ['a759', 'indicator chip fast movement 0.75a 63v smd solder pad 1206 ceramic automotive electric indicator 0.75a 63vac 63vdc 50a ir surface mount'], ['a561', 'indicator chip very fast movement 1.75a 63v smd solder pad 1206 epoxy tr csaul ']]"
a604,indicator electric indicator very fast blow 0.2a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,1.52mm,0.58mm,3.18mm,,,,e0,0.00055j,high,,,,,surface mount,,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,,50a,0.2a,,125v,125v,"[['a777', 'indicator electric indicator very fast blow 2a 125vac  50a ir surface mount'], ['a783', 'indicator electric indicator very fast blow 5a 125vac  50a ir surface mount'], ['a797', 'indicator electric indicator very fast blow 2.5a 125vac  50a ir surface mount'], ['a799', 'indicator electric indicator very fast blow 3.5a 125vac  50a ir surface mount'], ['a828', 'indicator chip very fast movement 2a 125v smd solder pad 2410 ceramic cecsapseul electric indicator very fast blow 2a 125vac 125vdc 50a ir surface mount']]"
a605,indicator very fast movement 0.2a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.2a,epoxy,3.18 x 1.52 x 0.58mm,,,,125v,125v,,surface mount,,2.0,,,,,,3.18mm,,,,,,"[['a605', 'indicator very fast movement 0.2a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm'], ['a610', 'indicator very fast movement 0.375a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm'], ['a600', 'indicator very fast movement 0.125a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm'], ['a542', 'indicator very fast movement 2a surface mount 3.18 x 1.52 x 1.14mm epoxy electric indicator 3.18 x 1.52 x 1.14mm'], ['a562', 'indicator very fast movement 0.2a surface mount 3.18 x 1.52 x 1.14mm epoxy electric indicator 3.18 x 1.52 x 1.14mm']]"
a606,indicator chip very fast movement 0.2a 125v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.2a 125vac 125vdc 50a ir surface mount,very fast,rated breaking capacity at 125 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,0.2a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.00055j,high,125v,125v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,0.2a,,125v,125v,"[['a563', 'indicator chip very fast movement 0.2a 125v smd solder pad 1206 epoxy tr csaul '], ['a810', 'indicator chip very fast movement 0.2a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.2a 125vac 125vdc 50a ir surface mount nano'], ['a828', 'indicator chip very fast movement 2a 125v smd solder pad 2410 ceramic cecsapseul electric indicator very fast blow 2a 125vac 125vdc 50a ir surface mount'], ['a830', 'indicator chip very fast movement 2a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 2a 125vac 125vdc 50a ir surface mount nano'], ['a833', 'indicator chip very fast movement 2a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 2a 125vac 125vdc 50a ir surface mount nano']]"
a607,indicator very fast movement 0.25a 3.18 x 1.52mm epoxy electric indicator 3.18 x 1.52mm,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.25a,epoxy,3.18 x 1.52mm,,,,125v,125v,,,,,,,,,,,,,,,,"[['a558', 'indicator very fast movement 1.25a surface mount 3.18 x 1.52 x 1.14mm epoxy electric indicator 3.18 x 1.52 x 1.14mm'], ['a564', 'indicator very fast movement 0.25a surface mount 3.18 x 1.52 x 1.14mm epoxy electric indicator 3.18 x 1.52 x 1.14mm'], ['a549', 'indicator very fast movement 5a surface mount 3.18 x 1.52 x 1.14mm epoxy electric indicator 3.18 x 1.52 x 1.14mm'], ['a554', 'indicator very fast movement 1.5a surface mount 3.18 x 1.52 x 1.14mm epoxy electric indicator 3.18 x 1.52 x 1.14mm'], ['a556', 'indicator very fast movement 2.5a surface mount 3.18 x 1.52 x 1.14mm epoxy electric indicator 3.18 x 1.52 x 1.14mm']]"
a608,indicator chip very fast movement 0.25a 125v smd solder pad 1206 epoxy tr csa electric indicator very fast blow 0.25a 125vac 125vdc 50a ir surface mount,very fast,rated breaking capacity at 125 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,0.25a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.001j,high,125v,125v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,0.25a,,125v,125v,"[['a707', 'indicator chip fast movement 0.25a 125v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 0.25a 125vac 125vdc 50a ir surface mount 1206'], ['a756', 'indicator chip fast movement 0.25a 125v smd solder pad 1206 ceramic tr csaul electric indicator 0.25a 125vac 125vdc 50a ir surface mount 1206'], ['a931', 'indicator chip very fast movement 0.25a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.25a 125vac 125vdc 50a ir surface mount nano'], ['a932', 'indicator chip very fast movement 0.25a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.25a 125vac 125vdc 50a ir surface mount nano'], ['a933', 'indicator chip very fast movement 0.25a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.25a 125vac 125vdc 50a ir surface mount nano']]"
a609,indicator electric indicator very fast blow 0.375a 125vac  50a ir surface mount,,rated breaking capacity at 125 vdc: 50 a,,very fast,1.52mm,0.58mm,3.18mm,,,,e0,0.0028j,high,,,,,surface mount,,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,,50a,0.375a,,125v,125v,"[['a814', 'indicator electric indicator very fast blow 0.375a 125vac  50a ir surface mount'], ['a646', 'indicator electric indicator very fast blow 0.375a 32vac  50a ir surface mount'], ['a686', 'indicator electric indicator very fast blow 0.375a 35a ir surface mount'], ['a942', 'indicator chip very fast movement 0.375a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.375a 125vac 125vdc 50a ir surface mount nano'], ['a943', 'indicator chip very fast movement 0.375a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.375a 125vac 125vdc 50a ir surface mount nano']]"
a610,indicator very fast movement 0.375a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm,very fast,,battery packcell phonedigital cameradvd playerhard disk drive,,,,,0.375a,epoxy,3.18 x 1.52 x 0.58mm,,,,125v,125v,,surface mount,,2.0,,,,,,3.18mm,,,,,,"[['a587', 'indicator very fast movement 2a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm'], ['a605', 'indicator very fast movement 0.2a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm'], ['a600', 'indicator very fast movement 0.125a surface mount 3.18 x 1.52 x 0.58mm epoxy electric indicator 3.18 x 1.52 x 0.58mm'], ['a566', 'indicator very fast movement 0.375a surface mount 3.18 x 1.52 x 1.14mm epoxy electric indicator 3.18 x 1.52 x 1.14mm'], ['a549', 'indicator very fast movement 5a surface mount 3.18 x 1.52 x 1.14mm epoxy electric indicator 3.18 x 1.52 x 1.14mm']]"
a611,indicator chip very fast movement 0.375a 125v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.375a 125vac 125vdc 50a ir surface mount,very fast,rated breaking capacity at 125 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,0.375a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.0028j,high,125v,125v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,0.375a,,125v,125v,"[['a708', 'indicator chip fast movement 0.375a 125v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 0.375a 125vac 125vdc 50a ir surface mount 1206'], ['a815', 'indicator chip very fast movement 0.375a 125v smd solder pad 2410 ceramic tr csaul electric indicator fast blow 0.375a 125vac 125vdc 50a ir surface mount nano'], ['a942', 'indicator chip very fast movement 0.375a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.375a 125vac 125vdc 50a ir surface mount nano'], ['a943', 'indicator chip very fast movement 0.375a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.375a 125vac 125vdc 50a ir surface mount nano'], ['a944', 'indicator chip very fast movement 0.375a 125v smd solder pad 2410 ceramic tr cecsapseul electric indicator very fast blow 0.375a 125vac 125vdc 50a ir surface mount nano']]"
a612,indicator chip very fast movement 0.5a 63v smd solder pad 1206 epoxy tr csaul electric indicator very fast blow 0.5a 63vac 63vdc 50a ir surface mount,very fast,rated breaking capacity at 63 vdc: 50 a,battery packcell phonedigital cameradvd playerhard disk drive,very fast,1.52mm,0.58mm,3.18mm,0.5a,epoxy,3.18 x 1.52 x 0.58mm,e0,0.006j,high,63v,63v,,surface mount,surface mount,2.0,90cel,-55cel,3.18mm  x  1.52mm  x  0.58mm,,,3.18mm,50a,0.5a,,63v,63v,"[['a596', 'indicator chip very fast movement 1.5a 63v smd solder pad 1206 epoxy csaul electric indicator very fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206'], ['a597', 'indicator chip very fast movement 1.5a 63v smd solder pad 1206 epoxy tr csa electric indicator very fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206'], ['a701', 'indicator chip fast movement 1.5a 63v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 1.5a 63vac 63vdc 50a ir surface mount 1206'], ['a709', 'indicator chip fast movement 0.5a 63v smd solder pad 1206 ceramic tr csaul electric indicator fast blow 0.5a 63vac 63vdc 50a ir surface mount 1206'], ['a757', 'indicator chip fast movement 0.5a 63v smd solder pad 1206 ceramic tr csaul electric indicator 0.5a 63vac 63vdc 50a ir surface mount 1206']]"
